player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Marcus Morris Sr.,morrima03,2020,3560,1727,0.635622472,-0.377808563,0.257813909,1.791157915,0.8095368,2.600694715,0.958405906,-0.13702221,0.821383696,3.137964731,3.137964731,0,0.794100108,-0.312795841,0.481304266,-0.371185246
Monte Morris,morrimo01,2020,2920,1402,1.046497304,-1.696620012,-0.650122708,0.009550689,-0.736088987,-0.726538297,0.877296422,-1.599787364,-0.722490941,1.434819929,1.434819929,0,0.49000791,-1.583301095,-1.093293185,-1.086898601
Johnathan Motley,motlejo01,2020,91,41,3.301344422,-0.224325097,3.077019325,4.8842096,-2.451274863,2.432934737,3.773036942,-0.813054046,2.959982896,0.120588067,0.120588067,0,2.041715687,1.25399423,3.295709917,0.977959722
Emmanuel Mudiay,mudiaem01,2020,1614,752,-2.047097086,-2.160939769,-4.208036855,-3.108722633,0.693921251,-2.414801382,-2.440628912,-1.720497717,-4.161126629,-0.539255869,-0.539255869,0,-2.303748504,-2.604044124,-4.907792628,-0.405257563
Mychal Mulder,muldemy01,2020,422,204,-1.264387426,-0.718037649,-1.982425075,6.12154317,4.171297718,10.29284089,0.265035477,0.301696089,0.566731566,0.343713107,0.343713107,0,1.145268846,0.011186524,1.15645537,-0.441605857
Dejounte Murray,murrade01,2020,3042,1447,-0.289904753,0.526623039,0.236718286,0.034779079,-1.998691656,-1.963912577,-0.258801194,0.076254033,-0.182547161,1.894945309,1.894945309,0,0.017590955,1.625796747,1.643387701,-0.026946897
Jamal Murray,murraja01,2020,3666,1804,1.164827366,0.00735071,1.172178076,1.778844658,2.304374203,4.08321886,1.320304624,0.474757528,1.795062152,4.155497499,4.155497499,0,1.616796955,0.696090504,2.312887459,-0.677205148
Dzanan Musa,musadz01,2020,882,404,-3.830916911,1.73636979,-2.094547121,-5.352802892,1.157685012,-4.195117879,-4.363226237,1.706938014,-2.656288223,0.019567132,0.019567132,0,-3.774865484,-0.393124174,-4.167989658,1.326058543
Mike Muscala,muscami01,2020,1071,492,-1.341044612,1.953261383,0.612216771,-3.931190745,0.724974324,-3.206216421,-1.971799153,1.831899675,-0.139899478,0.655107799,0.655107799,0,-1.178844397,1.078966974,-0.099877424,-0.011744259
Svi Mykhailiuk,mykhasv01,2020,2639,1265,0.342707889,-1.343093547,-1.000385658,1.216309721,1.937239257,3.153548978,0.566766655,-0.720397257,-0.153630603,1.680718509,1.680718509,0,0.373330786,-1.544080676,-1.170749889,0.305114623
Abdel Nader,naderab01,2020,1603,756,-2.585786778,0.614160087,-1.971626691,-7.024861951,1.397881848,-5.626980103,-3.679257106,0.781800357,-2.897456749,-0.056725385,-0.056725385,0,-3.572598274,-0.181694939,-3.754293213,-0.269535623
Larry Nance Jr.,nancela02,2020,3064,1472,0.315978575,0.094564703,0.410543277,-1.128678832,4.159663183,3.030984351,0.078596181,1.006899344,1.085495525,2.859938019,2.859938019,0,0.48469009,0.313088195,0.797778285,-0.728350242
Shabazz Napier,napiesh01,2020,2679,1234,0.568226106,-0.812352951,-0.244126846,-1.881884929,2.087656406,0.205771478,0.108528871,-0.221925265,-0.113396394,1.671713188,1.671713188,0,0.577267047,-0.126295618,0.45097143,0.673244042
Raul Neto,netora01,2020,1193,565,-0.982016211,3.511159061,2.52914285,-4.988373148,3.31929845,-1.669074698,-1.88543861,3.64396623,1.758527619,1.297243055,1.297243055,0,-1.630385064,2.705252687,1.074867622,-0.188202587
Malik Newman,newmama01,2020,8,4,,,,,,,0,0,0,0,0,0,0,0,0,
Georges Niang,niangge01,2020,1642,772,1.211446633,-2.142700156,-0.931253523,-1.686920046,-1.926770318,-3.613690364,0.668410829,-2.249119976,-1.580709148,0.459277932,0.459277932,0,-0.042441469,-2.877449691,-2.919891159,-0.282479219
Nerlens Noel,noelne01,2020,2110,1014,-0.694577838,2.708312767,2.013734929,-3.12303296,1.207403847,-1.915629114,-1.250704695,2.601317589,1.350612894,2.114017877,2.114017877,0,-0.966855248,3.983923385,3.017068137,-0.355928639
Zach Norvell Jr.,norveza01,2020,92,41,-4.029754767,-4.299087199,-8.328841966,2.606417149,-15.82807695,-13.2216598,-2.837125542,-6.931318491,-9.768444033,-0.146337089,-0.146337089,0,-1.279460504,-5.36861601,-6.648076514,1.864368767
Jaylen Nowell,nowelja01,2020,338,151,-1.381433031,0.207386193,-1.174046839,-5.246213683,6.879134429,1.632920745,-2.238133357,1.644465439,-0.593667918,0.166459776,0.166459776,0,-2.452651816,-0.631559608,-3.084211424,0.205954431
Frank Ntilikina,ntilila01,2020,2461,1187,-2.453168682,-0.047263403,-2.500432085,-1.389687505,0.548325178,-0.841362328,-2.331863508,0.111210091,-2.220653417,0.31867133,0.31867133,0,-2.698253969,0.788661144,-1.909592825,-0.605926206
Kendrick Nunn,nunnke01,2020,3802,1846,0.55467241,-0.434218063,0.120454347,0.368098462,-1.65849839,-1.290399927,0.513345349,-0.727076213,-0.213730865,2.384508199,2.384508199,0,0.151307916,-0.800383903,-0.649075987,-0.180324118
David Nwaba,nwabada01,2020,585,268,-0.593572836,5.808901848,5.215329012,-2.895531245,9.238188036,6.342656792,-1.104833689,6.864523912,5.759690223,1.168569103,1.168569103,0,-1.832660975,4.570018684,2.737357708,0.438939476
Semi Ojeleye,ojelese01,2020,1861,891,-1.387436371,1.737563001,0.35012663,-4.229433533,-0.051184342,-4.280617875,-2.120169708,1.417670062,-0.702499646,0.923477824,0.923477824,0,-2.405484626,0.533396333,-1.872088293,-0.798857079
Jahlil Okafor,okafoja01,2020,916,424,-1.243870066,-1.014186435,-2.258056501,-1.732576041,-6.721153321,-8.453729361,-1.433218106,-2.241872241,-3.675090347,-0.199250153,-0.199250153,0,-1.210199242,-1.20734845,-2.417547691,-0.443229283
Elie Okobo,okoboel01,2020,1489,707,-1.331981337,-3.188074948,-4.520056285,-2.503541433,-0.703256978,-3.206798411,-1.664747528,-2.842852128,-4.507599656,-0.625518032,-0.625518032,0,-1.986229474,-2.729850455,-4.716079929,-1.362056558
Josh Okogie,okogijo01,2020,3412,1547,-2.020159285,0.361411771,-1.658747514,-1.918295586,0.331879978,-1.586415608,-2.1070821,0.39882012,-1.708261981,0.829569713,0.829569713,0,-2.483644391,0.815671666,-1.667972725,0.911224761
KZ Okpala,okpalkz01,2020,51,26,0.559125126,-1.287018661,-0.727893535,-9.165812993,-13.14691533,-22.31272832,-1.447600061,-3.840141965,-5.287742027,-0.033577233,-0.033577233,0,-2.495506464,-2.444939353,-4.940445817,-0.261787435
Victor Oladipo,oladivi01,2020,699,337,-0.788220288,3.313194896,2.524974608,-2.528401809,2.467731794,-0.060670015,-1.231311618,3.316064141,2.084752523,0.838560585,0.838560585,0,0.202911141,2.364714592,2.567625733,0.893751683
Kelly Olynyk,olynyke01,2020,2306,1089,0.705621186,-0.596046304,0.109574882,0.775208205,-1.213119064,-0.437910858,0.726265114,-0.789287318,-0.063022205,1.506984959,1.506984959,0,0.613108202,-0.835460223,-0.222352021,0.961673168
Royce O'Neale,onealro01,2020,3867,1862,-0.407302642,1.453934596,1.046631954,3.909267065,0.349657998,4.258925063,0.50429446,1.286703132,1.790997592,4.277674154,4.277674154,0,-0.192357311,1.985861608,1.793504297,-0.856622005
Miye Oni,onimi01,2020,26,11,-9.381557179,4.634324657,-4.747232522,-26.52647929,-3.466160051,-29.99263934,-13.53083447,3.184271238,-10.34656323,-0.043119685,-0.043119685,0,-12.10994453,-0.107123877,-12.21706841,1.16304398
Kyle O'Quinn,oquinky01,2020,541,258,-1.345112031,-1.69142259,-3.036534621,-2.057662766,-5.731892947,-7.789555713,-1.587763248,-2.69429997,-4.282063218,-0.202356766,-0.202356766,0,-1.976118819,-1.28741364,-3.263532459,0.348305976
Cedi Osman,osmande01,2020,3991,1910,-0.794349581,-0.38152083,-1.175870411,-0.730387135,-2.339365424,-3.069752559,-0.787316069,-0.758920274,-1.546236343,1.17356431,1.17356431,0,-0.781975701,-0.739737118,-1.521712819,0.045055219
Kelly Oubre Jr.,oubreke01,2020,4128,1933,0.320271589,0.543772022,0.864043611,-1.204602542,0.485037439,-0.719565103,0.023855609,0.583367904,0.607223513,3.325899089,3.325899089,0,-0.332368777,1.447538463,1.115169686,0.460424945
Tariq Owens,owensta01,2020,31,15,-1.681750228,-13.84294491,-15.52469513,-9.880172054,-14.05067407,-23.93084613,-3.445559897,-14.65380439,-18.09936428,-0.116600322,-0.116600322,0,3.29216244,-10.43956675,-7.147404313,-0.753811819
Jeremy Pargo,pargoje01,2020,91,44,1.369917927,-11.63049084,-10.26057291,5.26537156,-0.128004828,5.137366733,2.410774511,-9.904870992,-7.494096481,-0.106617964,-0.106617964,0,2.081573263,-8.49737158,-6.415798316,0.113646032
Jabari Parker,parkeja01,2020,1858,852,0.214293099,-1.176444207,-0.962151108,1.729984811,-3.600884557,-1.870899746,0.614587887,-1.690689745,-1.076101858,0.735036021,0.735036021,0,1.244213023,-0.821139005,0.423074019,0.423371836
Chandler Parsons,parsoch01,2020,127,54,-4.714114588,-3.838329547,-8.552444135,-15.66807708,-6.208832732,-21.87690981,-7.206017097,-4.428528999,-11.6345461,-0.246819,-0.246819,0,-6.072852129,-4.932891594,-11.00574372,0.850957353
Eric Paschall,pascher01,2020,3518,1654,-1.26011371,-2.766660681,-4.026774391,-1.041268789,-4.901160276,-5.942429065,-1.192651185,-3.353720504,-4.546371689,-1.507513865,-1.507513865,0,-2.08580346,-3.396698092,-5.482501552,-0.564500326
Anzejs Pasecniks,pasecan01,2020,876,405,-3.080001254,0.034348575,-3.045652679,0.188176171,-0.585728865,-0.397552694,-2.592306406,0.02544152,-2.566864886,0.037863915,0.037863915,0,-2.281480431,0.047883706,-2.233596725,0.060695388
Patrick Patterson,pattepa01,2020,1322,607,-0.149036059,0.344916357,0.195880298,-1.058415286,1.913544233,0.855128947,-0.398851661,0.645739077,0.246887416,0.930755368,0.930755368,0,-0.649474142,-0.510595411,-1.160069553,0.290621536
Justin Patton,pattoju01,2020,56,24,-5.52879069,-4.276620197,-9.805410888,-2.970566742,-10.80088969,-13.77145644,-5.344755791,-5.904689458,-11.24944525,-0.104298503,-0.104298503,0,-4.08436192,-4.841646542,-8.926008462,0.219962691
Chris Paul,paulch01,2020,4191,2003,5.496220869,-1.972343757,3.523877113,7.17002479,-1.966057838,5.203966952,6.173928072,-2.140052415,4.033875656,6.902393249,6.902393249,0,5.264100034,-0.899350576,4.364749458,-0.445049776
Elfrid Payton,paytoel01,2020,2609,1246,0.087938395,0.492655133,0.580593528,3.307751545,-0.745100163,2.562651381,0.823816152,0.305171867,1.128988018,2.459975576,2.459975576,0,-0.250985381,0.643994972,0.393009591,-0.245338755
Gary Payton II,paytoga02,2020,925,432,-1.99719796,0.253876543,-1.743321416,-5.301085612,-3.241792155,-8.542877767,-2.819161751,-0.361448982,-3.180610732,-0.095250547,-0.095250547,0,-3.045918617,0.604153819,-2.441764798,0.366577551
Norvel Pelle,pelleno01,2020,371,178,-4.949415253,-2.442267585,-7.391682838,-5.742922641,-5.554263746,-11.29718639,-5.418046065,-3.28634596,-8.704392025,-0.537905123,-0.537905123,0,-4.752166488,-1.545934226,-6.298100714,-0.536792629
Theo Pinson,pinsoth01,2020,782,365,-5.445711619,1.937064523,-3.508647096,-5.015339804,3.762430851,-1.252908953,-5.65741439,2.421911026,-3.235503363,-0.090483704,-0.090483704,0,-3.775839408,0.725988827,-3.049850581,0.080993496
Mason Plumlee,plumlma01,2020,1904,900,-0.21210549,-0.151516572,-0.363622062,-0.706428446,-0.265907165,-0.972335611,-0.350915038,-0.226041042,-0.576956081,1.008308275,1.008308275,0,-0.365329395,0.133250204,-0.232079191,1.072029007
Jakob Poeltl,poeltja01,2020,2094,965,-0.420631199,3.050342355,2.629711155,3.88254356,0.508112358,4.390655918,0.459367458,2.787448001,3.24681546,2.963514196,2.963514196,0,0.080324211,2.361769304,2.442093515,0.380748183
Vincent Poirier,poirivi01,2020,258,114,-4.191445194,-2.928761465,-7.12020666,-2.37719283,-1.899339829,-4.276532658,-4.139272426,-3.02113647,-7.160408896,-0.257612328,-0.257612328,0,-4.931824554,-2.750349556,-7.68217411,0.433535123
Shamorie Ponds,pondssh01,2020,23,11,13.87554354,-31.24676511,-17.37122158,5.144533139,-13.32348521,-8.178952066,12.79869712,-29.54973671,-16.75103959,-0.077651095,-0.077651095,0,8.603571054,-23.86383662,-15.26026557,-1.201117067
Jordan Poole,poolejo01,2020,2746,1274,-2.884918142,-2.350180087,-5.235098229,-2.681740273,0.807551719,-1.874188554,-2.920876913,-1.817657518,-4.738534431,-1.295299433,-1.295299433,0,-3.149499602,-1.998890785,-5.148390388,0.217934723
Kevin Porter Jr.,porteke02,2020,2424,1162,-1.691584616,-1.985809455,-3.677394071,-4.92730295,-0.229965961,-5.15726891,-2.421839875,-1.640347331,-4.062187206,-0.780710319,-0.780710319,0,-1.869377325,-1.655632474,-3.525009798,0.364011329
Michael Porter Jr.,portemi01,2020,1427,670,1.17277716,-0.394784465,0.777992695,2.274222799,-3.909726484,-1.635503684,1.443911927,-1.177180299,0.266731628,1.036962613,1.036962613,0,1.92517157,-1.054409832,0.870761739,0.567717887
Otto Porter Jr.,porteot01,2020,704,331,1.372734345,0.501582913,1.874317257,1.895151617,-0.161966731,1.733184886,1.625165234,0.395728168,2.020893401,0.810163431,0.810163431,0,0.855605178,0.124587198,0.980192375,0.566138373
Bobby Portis,portibo01,2020,2938,1393,-1.62737194,-0.978236345,-2.605608285,-2.202815778,-1.745925926,-3.948741704,-1.782488558,-1.156212885,-2.938701443,-0.133297989,-0.133297989,0,-1.927123744,-1.806195511,-3.733319255,-0.61873891
Kristaps Porzingis,porzikr01,2020,3371,1597,-0.416476215,2.030250199,1.613773984,1.291367994,2.705774587,3.99714258,-0.210390409,2.295794547,2.085404138,3.964997569,3.964997569,0,1.834443364,1.843507043,3.677950407,0.651242595
Dwight Powell,poweldw01,2020,2197,1061,-0.938225405,0.911864448,-0.026360957,3.262165875,0.272642599,3.534808474,-0.145012622,0.834063944,0.689051322,1.850117129,1.850117129,0,0.679787708,0.836913073,1.516700781,-0.630892095
Norman Powell,powelno01,2020,2732,1269,1.163343743,0.185596172,1.348939915,0.015018344,0.414362525,0.429380868,0.966287845,0.207591265,1.17387911,2.554074846,2.554074846,0,0.782585742,0.309966437,1.092552178,0.545233409
Taurean Prince,princta02,2020,3948,1857,-2.92251378,0.214345681,-2.708168099,1.86730451,-0.574578294,1.292726216,-2.076709256,0.046888621,-2.029820635,0.686746915,0.686746915,0,-1.573644855,0.164754982,-1.408889872,0.660437149
Chasson Randle,randlch01,2020,87,40,-2.98163366,-6.747322074,-9.728955734,1.80792062,-0.453134291,1.354786329,-2.161616932,-5.850644395,-8.012261327,-0.106484533,-0.106484533,0,-1.959561892,-4.305640527,-6.265202419,-0.86188939
Julius Randle,randlju01,2020,4321,2080,-1.039151108,-0.737946695,-1.777097802,0.163989745,1.258898434,1.422888179,-0.782264655,-0.330442765,-1.11270742,1.737528367,1.737528367,0,-1.033991516,-0.5938678,-1.627859316,0.000427533
Josh Reaves,reavejo02,2020,3,1,-28.4261058,-24.74316624,-53.16927204,-64.44448923,-20.84091032,-85.28539955,-37.88130289,-25.51158842,-63.39289132,-0.030227784,-0.030227784,0,-21.5606547,-21.5950598,-43.1557145,-2.347347247
Cam Reddish,reddica01,2020,3412,1551,-3.25168744,-0.108173816,-3.359861256,-0.560175514,-0.521136385,-1.0813119,-2.849031915,-0.131385744,-2.980417659,-0.183960504,-0.183960504,0,-2.430823992,-0.529774444,-2.960598436,0.909560124
JJ Redick,redicjj01,2020,3147,1425,2.483555204,-2.823984622,-0.340429418,1.307024778,-2.801269329,-1.494244551,2.373782659,-2.978458241,-0.604675582,1.574715121,1.574715121,0,2.735795745,-3.053485134,-0.317689389,0.979971627
Naz Reid,reidna01,2020,1089,495,-0.766130167,1.436492758,0.670362591,1.573526992,1.388650185,2.962177177,-0.269360371,1.55171986,1.282359489,1.022649782,1.022649782,0,0.176103298,2.294875136,2.470978434,0.428713657
Josh Richardson,richajo01,2020,3078,1474,-0.379273818,0.794143985,0.414870167,-0.082918418,1.938373296,1.855454879,-0.344425472,1.049820855,0.705395383,2.586201166,2.586201166,0,0.00635761,1.510943416,1.517301026,-0.485671753
Austin Rivers,riverau01,2020,3076,1402,-0.083928764,-1.78946455,-1.873393313,4.997282101,-3.366643195,1.630638906,0.907868338,-2.231823506,-1.323955169,1.016041716,1.016041716,0,0.506718018,-2.137217026,-1.630499008,-0.400745085
Duncan Robinson,robindu01,2020,4019,1949,2.105947097,-0.981168219,1.124778878,6.405526854,2.242283599,8.647810453,3.100080711,-0.374492072,2.725588639,5.428560869,5.428560869,0,2.864419477,-0.474516307,2.38990317,-0.304408958
Glenn Robinson III,robingl02,2020,3684,1743,-1.049704931,-2.001295303,-3.051000234,1.047994564,-3.733948618,-2.685954055,-0.627922222,-2.463076964,-3.090999186,-0.30230746,-0.30230746,0,-1.303356513,-1.625689736,-2.929046249,-0.502490564
Jerome Robinson,robinje01,2020,1700,748,-3.860294413,-0.156848978,-4.017143391,-3.040445325,3.706709328,0.666264003,-3.966004858,0.620068044,-3.345936814,-0.228514015,-0.228514015,0,-3.988058868,-0.088566155,-4.076625023,0.452694259
Justin Robinson,robinju01,2020,101,49,-4.897966279,-2.950138775,-7.848105054,3.885562307,11.5252848,15.41084711,-3.335221829,0.01023507,-3.324986759,-0.014254025,-0.014254025,0,-3.299179059,-4.926222555,-8.225401614,-0.855031218
Mitchell Robinson,robinmi01,2020,2962,1412,1.297994343,1.27141488,2.569409223,0.562777057,1.861621029,2.424398086,1.278843208,1.525514834,2.804358043,3.985345975,3.985345975,0,0.387898769,1.368298066,1.756196835,-0.408436065
Isaiah Roby,robyis01,2020,26,11,-11.36952851,-4.644586174,-16.01411469,-8.200850975,4.955952923,-3.244898052,-11.37949515,-2.907906397,-14.28740155,-0.065922324,-0.065922324,0,-8.208286719,-5.329092211,-13.53737893,1.845926742
Rajon Rondo,rondora01,2020,2085,984,-0.510445923,-2.809312849,-3.319758772,-1.477334204,-2.921676635,-4.399010839,-0.789317003,-3.054262901,-3.843579905,-0.548396818,-0.548396818,0,-0.332553147,-2.317792251,-2.650345398,-0.115256741
Derrick Rose,rosede01,2020,2752,1298,2.721830455,-2.162650992,0.559179463,1.382592878,-1.894458774,-0.511865897,2.630547597,-2.211337878,0.419209719,2.105871144,2.105871144,0,1.791080313,-3.36857224,-1.577491926,0.344721291
Terrence Ross,rosste01,2020,3589,1723,1.412063083,-1.628578446,-0.216515363,-3.205529831,1.4362178,-1.769312032,0.571927239,-1.125770173,-0.553842934,1.922661334,1.922661334,0,1.048694772,-0.947315065,0.101379707,-0.418571741
Terry Rozier,roziete01,2020,4356,2164,0.430044394,-0.936632392,-0.506587998,-4.817758378,-3.148173718,-7.965932095,-0.558421304,-1.424218138,-1.982639442,0.840781708,0.840781708,0,-0.4731357,-1.660358087,-2.133493786,-0.77515191
Ricky Rubio,rubiori01,2020,3889,1802,1.050852147,-0.46557342,0.585278727,3.781000376,2.231193646,6.012194022,1.681138684,0.084225822,1.765364507,4.188038586,4.188038586,0,1.225653012,1.072282465,2.297935477,0.901515556
D'Angelo Russell,russeda01,2020,3169,1452,3.35688786,-3.53576614,-0.17887828,0.293528601,-3.240370193,-2.946841592,3.074721929,-3.674800077,-0.600078148,1.61445264,1.61445264,0,3.422647976,-3.132421472,0.290226504,1.695646132
Domantas Sabonis,sabondo01,2020,4454,2159,0.980650206,-0.118023591,0.862626615,2.60394405,1.136226747,3.740170796,1.365209964,0.106547312,1.471757276,4.622682798,4.622682798,0,1.515235393,0.386367597,1.90160299,-0.606852535
Luka Samanic,samanlu01,2020,26,12,-6.135115726,-5.767000884,-11.90211661,-7.567902334,19.68658936,12.11868703,-6.736599766,-0.689497867,-7.426097633,-0.028372908,-0.028372908,0,-1.035264849,-2.288060212,-3.323325061,-0.911953805
JaKarr Sampson,sampsja02,2020,721,340,-2.19170406,0.65183073,-1.53987333,0.940347867,0.209246461,1.149594328,-1.646565913,0.561058804,-1.085507109,0.287839476,0.287839476,0,-2.010481416,0.118781971,-1.891699445,-0.316713794
Dario Saric,saricda01,2020,3081,1441,-0.717240773,0.492195862,-0.225044911,0.00355424,-3.144792249,-3.141238009,-0.620793894,-0.219855395,-0.84064929,1.405671835,1.405671835,0,-0.941198002,0.223008247,-0.718189755,0.139520294
Tomas Satoransky,satorto01,2020,3945,1878,-0.541599511,0.41760603,-0.123993481,2.092737343,-0.705817278,1.386920066,0.02985663,0.224530063,0.254386693,2.874775485,2.874775485,0,-0.242554693,0.486660132,0.244105439,-0.137955212
Admiral Schofield,schofad01,2020,631,293,-1.821511651,-3.621402844,-5.442914495,-2.338736254,-0.756478165,-3.09521442,-2.042623986,-3.147170768,-5.189794754,-0.363417605,-0.363417605,0,-1.984922757,-3.602777542,-5.587700299,-0.364557389
Dennis Schroder,schrode01,2020,4131,1952,0.504797273,-0.423978342,0.080818932,-3.974839288,9.843560082,5.868720794,-0.412399997,1.645463761,1.233063764,3.997944452,3.997944452,0,-0.559318567,1.33054624,0.771227673,0.801273344
Mike Scott,scottmi01,2020,2371,1119,-0.145205068,-2.136209186,-2.281414254,2.489205286,0.119999104,2.60920439,0.393082692,-1.822708314,-1.429625622,0.749536576,0.749536576,0,0.546541654,-2.104683285,-1.558141631,-0.579432098
Thabo Sefolosha,sefolth01,2020,968,436,-2.820595958,1.456840022,-1.363755936,0.627000087,0.433765675,1.060765763,-2.352965374,1.320927333,-1.032038041,0.382762686,0.382762686,0,-2.145272719,0.846129787,-1.299142932,0.16193136
Collin Sexton,sextoco01,2020,4481,2143,0.948685857,-3.731046627,-2.782360771,2.496293747,-7.579890181,-5.083596433,1.374853575,-4.704470364,-3.329616789,-0.635276322,-0.635276322,0,1.311384014,-4.407955924,-3.09657191,0.248977898
Landry Shamet,shamela01,2020,2788,1294,0.231971299,-1.691789699,-1.4598184,1.038146902,-2.586476381,-1.548329479,0.373816771,-2.032128948,-1.658312177,0.720015164,0.720015164,0,-0.099436082,-0.979101726,-1.078537808,-0.101278815
Marial Shayok,shayoma01,2020,24,10,-0.993581706,0.322623424,-0.670958282,4.300567001,-20.98228243,-16.68171543,0.040960086,-4.162337683,-4.121377597,-0.007024053,-0.007024053,0,2.028578898,-3.37644935,-1.347870452,0.397647241
Iman Shumpert,shumpim01,2020,501,241,-4.185800013,1.404548194,-2.781251819,-4.22104522,-1.03597303,-5.257018251,-4.45480637,0.963660165,-3.491146204,-0.091137158,-0.091137158,0,-3.724030497,0.407333463,-3.316697035,0.008005821
Pascal Siakam,siakapa01,2020,3992,1882,0.148183552,-0.25087076,-0.102687207,3.553007726,3.377188434,6.93019616,0.832657772,0.425549355,1.258207127,3.856017875,3.856017875,0,1.314038335,0.548029699,1.862068033,0.194790864
Chris Silva,silvach01,2020,655,307,-0.919588923,-3.10586258,-4.025451503,-0.548063883,-2.258436244,-2.806500127,-0.94071933,-3.193148608,-4.133867938,-0.219263402,-0.219263402,0,-1.42716828,-2.551837512,-3.979005792,1.179047234
Ben Simmons,simmobe01,2020,4060,1930,0.509762991,2.298788256,2.808551248,-0.890199653,1.093047735,0.202848082,0.245431439,2.155755572,2.401187011,5.129653697,5.129653697,0,1.199169583,3.401925662,4.601095245,1.152994057
Anfernee Simons,simonan01,2020,3007,1400,-1.58808568,-3.434565643,-5.022651324,-5.148342245,-3.257693618,-8.406035864,-2.449404907,-3.559803277,-6.009208184,-2.319112887,-2.319112887,0,-2.107886141,-3.191387027,-5.299273168,-0.388721932
Alen Smailagic,smailal01,2020,304,139,-1.31912912,-1.049666183,-2.368795303,3.413912117,-1.139932414,2.273979703,-0.324965727,-1.040992464,-1.36595819,0.098889233,0.098889233,0,-0.748246879,-2.106120951,-2.85436783,0.764674055
Marcus Smart,smartma01,2020,3627,1721,1.539051199,1.768758285,3.307809485,-2.13508912,2.891642208,0.756553089,0.833063513,2.073561665,2.906625178,4.980932477,4.980932477,0,1.180465749,2.671718465,3.852184214,0.289668183
Dennis Smith Jr.,smithde03,2020,1132,537,-4.467791897,0.024486283,-4.443305614,-6.770876627,-3.938875576,-10.7097522,-5.156930861,-0.757431329,-5.91436219,-0.867048487,-0.867048487,0,-3.870360155,-0.351083849,-4.221444004,0.009969756
Ish Smith,smithis01,2020,3412,1570,-0.314752653,-3.197896054,-3.512648707,0.151767399,-0.158589467,-0.006822068,-0.24618976,-2.69127555,-2.93746531,-0.148789257,-0.148789257,0,-0.315529319,-2.811182476,-3.126711795,-0.932435965
Zhaire Smith,smithzh01,2020,72,32,-8.065644795,-0.226775085,-8.29241988,-2.491052701,-9.421884821,-11.91293752,-7.383013423,-2.176170153,-9.559183576,-0.111850718,-0.111850718,0,-7.810715237,-0.889092523,-8.69980776,0.624903961
Tony Snell,snellto01,2020,3365,1641,0.37884586,-1.702440857,-1.323594997,-2.644623925,-1.221793018,-3.866416943,-0.203140561,-1.672772752,-1.875913313,0.724219655,0.724219655,0,-0.912676002,-1.92120768,-2.833883682,-1.058870984
Omari Spellman,spellom01,2020,1890,886,-2.758786584,-1.663792264,-4.422578848,-3.21174219,-1.212529905,-4.424272095,-2.944076002,-1.618718093,-4.562794095,-0.823282984,-0.823282984,0,-3.059205786,-1.861844548,-4.921050334,0.476932161
Max Strus,strusma01,2020,15,6,10.06652832,8.023361111,18.08988943,49.2968896,24.16313051,73.46002011,18.97312235,11.89622646,30.86934881,0.10529065,0.10529065,0,14.87408995,4.643512614,19.51760257,2.353339837
Edmond Sumner,sumneed01,2020,731,345,-1.987140134,-1.873640305,-3.860780439,0.790970544,-3.467501663,-2.676531119,-1.515748561,-2.330809592,-3.846558153,-0.19315137,-0.19315137,0,-2.280787742,-2.136128805,-4.416916547,0.072009391
Caleb Swanigan,swanica01,2020,625,288,-4.789672005,-2.258096178,-7.047768183,1.251266954,-2.489572189,-1.238305235,-3.816900712,-2.381896932,-6.198797644,-0.51021468,-0.51021468,0,-3.909048638,-1.328970962,-5.2380196,1.991017616
Jayson Tatum,tatumja01,2020,4281,2043,3.144314487,1.150818805,4.295133292,4.038558679,3.735743273,7.774301952,3.502330147,1.735033009,5.237363156,8.305163401,8.305163401,0,3.864875804,1.817588075,5.682463879,-0.249538671
Jeff Teague,teaguje01,2020,3182,1464,0.315616727,-3.526107755,-3.210491027,-0.750872112,-2.043294527,-2.794166639,0.148798843,-3.397491129,-3.248692286,-0.372084385,-0.372084385,0,-1.052046478,-3.431243873,-4.48329035,-0.21254733
Garrett Temple,templga01,2020,3314,1547,-0.855791043,0.10311616,-0.752674883,-5.043265156,2.721458679,-2.321806477,-1.772073922,0.639798415,-1.132275507,1.277087809,1.277087809,0,-1.941027212,0.403202384,-1.537824829,0.020061109
Daniel Theis,theisda01,2020,2882,1382,-0.571129124,2.04360422,1.472475097,0.958598694,1.143802837,2.102401531,-0.326759099,1.890023034,1.563263935,3.027496497,3.027496497,0,-0.514429779,2.80270636,2.288276581,-0.461716183
Isaiah Thomas,thomais02,2020,2026,925,-1.073960616,-5.458159219,-6.532119834,-0.025757978,-5.62416443,-5.649922408,-0.922330731,-5.757251946,-6.679582677,-1.869468999,-1.869468999,0,-0.668101323,-6.577060987,-7.24516231,0.822673332
Khyri Thomas,thomakh01,2020,121,61,-3.798426548,-2.887257198,-6.685683745,-10.49668002,-6.008111064,-16.50479108,-5.39722982,-3.671207849,-9.068437669,-0.19750072,-0.19750072,0,-4.376459561,-3.375190169,-7.75164973,0.44443118
